term,sub_grade,grade,emp_length,issue_y,revol_util_n,int_rate_n,installment_n,tot_hi_cred_lim_n,dti_n,avg_cur_bal_n,all_util_n,acc_open_past_24mths_n,annual_inc_n,loan_amnt_n,loan_status
60 months,C2,C,6 years,15,1.1,12.69,225.95,45171,26.51,1776,100,4,31500,10000,Fully Paid
36 months,C3,C,6 years,15,85.8,13.33,338.54,224885,10.31,33720,100,1,42000,10000,Charged Off
60 months,E4,E,1 year,15,45.5,19.99,513.88,85589,34.13,8135,100,3,50000,19400,Charged Off
36 months,C4,C,10+ years,15,32,13.99,205.04,409965,14.86,12041,100,12,78500,6000,Fully Paid
60 months,C4,C,< 1 year,15,94.9,13.99,814.21,478133,22.46,34098,100,1,130000,35000,Fully Paid
36 months,B5,B,7 years,15,94.1,11.53,659.81,108395,21.3,11523,100,1,44000,20000,Fully Paid
60 months,E5,E,1 year,15,36.6,21.48,956.35,420365,28.64,15469,71,17,160000,35000,Fully Paid
36 months,D3,D,3 years,15,93,16.99,1247.68,742853,35.06,45422,100,5,140000,35000,Fully Paid
36 months,A2,A,8 years,15,70.8,6.24,244.25,55768,15.68,4868,100,2,72000,8000,Fully Paid
60 months,D4,D,10+ years,15,68.1,17.57,377.41,108247,25.14,11711,100,5,35755,15000,Late (31-120 days)
36 months,A2,A,10+ years,15,43.9,6.24,305.31,399777,24.29,18827,100,6,96000,10000,Fully Paid
60 months,F1,F,10+ years,15,87.7,21.99,440.44,189942,32.15,14080,100,8,38000,15950,Charged Off
36 months,A4,A,2 years,15,89.2,7.49,528.73,345062,8.15,55647,100,3,100000,17000,Fully Paid
36 months,C2,C,10+ years,15,41.4,12.69,340.49,417093,35.14,17126,100,7,63000,10150,Fully Paid
36 months,A2,A,< 1 year,15,59.3,6.24,274.78,78184,24.75,3466,100,3,48000,9000,Fully Paid
36 months,A5,A,2 years,15,69.6,7.89,234.65,29250,11.14,2216,100,2,32000,7500,Fully Paid
36 months,A5,A,4 years,15,64,7.89,703.93,65241,10.06,4338,100,7,125000,22500,Charged Off
36 months,A2,A,2 years,15,43.6,6.39,336.59,80159,16.45,5694,100,3,35000,11000,Fully Paid
36 months,B1,B,10+ years,15,71.1,8.18,314.2,16200,7.29,1280,100,6,65000,10000,Fully Paid
60 months,E2,E,2 years,15,73.6,19.24,711.79,65371,38.47,2132,100,5,60000,27300,Charged Off
36 months,A3,A,2 years,15,20.3,6.89,863.16,200673,14.3,12723,100,8,75000,28000,Fully Paid
36 months,C5,C,3 years,15,76.3,14.65,293.21,99966,19.59,10916,100,1,25000,8500,Fully Paid
36 months,B5,B,< 1 year,15,74.5,11.53,659.81,85235,17.05,11405,100,3,102000,20000,Fully Paid
36 months,B2,B,10+ years,15,86.1,9.17,398.49,225006,26.31,20733,100,4,40000,12500,Fully Paid
60 months,E2,E,2 years,15,71.2,19.24,912.55,352473,30.77,20839,100,8,80000,35000,Fully Paid
36 months,A4,A,< 1 year,15,50.2,6.92,647.66,229615,13.13,13698,100,3,113000,21000,Fully Paid
60 months,C5,C,10+ years,15,76.5,14.65,826.24,61200,13.57,5563,100,3,140400,35000,Fully Paid
36 months,A4,A,10+ years,15,30.1,6.92,462.61,64238,13.48,1597,100,7,76500,15000,Fully Paid
36 months,A1,A,4 years,15,86,5.32,511.96,839900,7.8,68758,100,5,145000,17000,Fully Paid
36 months,B3,B,5 years,15,53.8,9.99,354.89,68464,39.33,3424,100,7,45000,11000,Fully Paid
36 months,A2,A,< 1 year,15,70.5,6.24,488.5,74325,26.07,3348,100,1,40000,16000,Fully Paid
36 months,B3,B,< 1 year,15,47.4,9.76,385.86,26829,1.59,2861,43,1,250000,12000,Fully Paid
36 months,C3,C,10+ years,15,76,13.33,169.27,246301,26.7,12795,100,6,68000,5000,Fully Paid
60 months,C1,C,8 years,15,75.5,12.29,470.22,387314,34.6,15645,100,8,85000,21000,Charged Off
36 months,A3,A,< 1 year,15,65,6.89,924.81,102363,26.02,7649,100,0,75000,30000,Fully Paid
36 months,B5,B,< 1 year,15,48.1,11.53,428.88,129811,19.99,8516,100,3,50000,13000,Fully Paid
36 months,C1,C,2 years,15,28.7,12.29,320.19,52028,24.91,3178,100,9,32000,9600,Fully Paid
60 months,B1,B,< 1 year,15,85.4,8.18,509.07,473922,9.75,40297,100,5,180000,25000,Fully Paid
36 months,A1,A,10+ years,15,59.3,5.32,451.73,411126,15.71,27673,100,4,152500,15000,Fully Paid
36 months,A1,A,5 years,15,35.3,6.03,304.36,185952,18.95,13011,100,2,65000,10000,Fully Paid
36 months,B5,B,8 years,15,69.4,11.53,263.93,13600,6.31,1574,100,3,55000,8000,Charged Off
60 months,B2,B,10+ years,15,49,9.17,541.87,209691,11.46,20247,100,4,129000,26000,Fully Paid
36 months,C1,C,2 years,15,37.7,12.29,116.74,65976,16.44,11131,100,4,90000,3500,Fully Paid
36 months,D3,D,1 year,15,54.2,16.99,149.73,27865,33.68,2768,100,4,16000,4200,Charged Off
36 months,B2,B,,15,89.4,9.17,637.58,23163,9.8,2714,100,0,80000,20000,Fully Paid
36 months,B4,B,,15,37,10.99,196.41,13500,5.56,833,100,4,38000,6000,Fully Paid
36 months,B2,B,10+ years,15,65.6,9.17,781.04,90668,17.37,6270,100,3,85000,24500,Fully Paid
36 months,C2,C,10+ years,15,62,12.69,219.72,67800,22.92,2697,100,4,28800,6550,Fully Paid
36 months,A1,A,10+ years,15,16.4,5.32,150.58,104479,8.14,9488,100,1,50000,5000,Fully Paid
60 months,C2,C,10+ years,15,84.5,12.69,677.85,344751,36.32,23841,100,5,75000,30000,Fully Paid
36 months,B5,B,< 1 year,15,78.2,11.53,478.36,88162,23.82,11038,100,3,58000,14500,Fully Paid
36 months,A5,A,9 years,15,55.7,7.89,531.86,52767,15.58,3115,100,5,54828,17000,Fully Paid
36 months,C2,C,10+ years,15,53.6,12.69,1174.07,413235,12.09,22431,100,6,118000,35000,Fully Paid
36 months,B3,B,10+ years,15,60.3,9.99,645.25,375793,15.67,33763,100,7,66000,20000,Fully Paid
36 months,D3,D,5 years,15,21.7,16.99,142.6,29965,5.31,1797,100,14,40000,4000,Fully Paid
36 months,E1,E,10+ years,15,86.8,18.25,347.37,61929,37.62,6286,100,2,40000,9575,Charged Off
36 months,E3,E,2 years,15,76.5,19.19,488.81,12800,11.56,1223,100,8,35000,13300,Fully Paid
36 months,A5,A,10+ years,15,59,7.89,600.69,196800,20.07,16305,100,7,65000,19200,Fully Paid
36 months,B3,B,,15,36.8,9.99,322.63,141200,9.02,3729,100,1,72000,10000,Fully Paid
36 months,A1,A,1 year,15,42.8,5.32,331.27,115994,13.5,6998,100,3,130000,11000,Fully Paid
60 months,D3,D,10+ years,15,38.2,16.49,393.27,262634,19.44,23361,100,5,50000,16000,Fully Paid
36 months,A4,A,< 1 year,15,55.6,6.92,863.54,384775,13.89,25945,100,3,228000,28000,Fully Paid
36 months,A2,A,10+ years,15,44.5,6.24,732.74,529098,29.07,15314,100,3,85000,24000,Fully Paid
36 months,C1,C,< 1 year,15,49.4,12.29,333.53,38702,15.1,2487,100,2,38000,10000,Charged Off
36 months,A1,A,6 years,15,2.4,5.32,662.53,80365,11.53,8516,100,0,66000,22000,Fully Paid
60 months,E4,E,10+ years,15,64.1,20.99,540.96,71142,34.73,4384,100,4,50000,20000,Charged Off
60 months,C4,C,7 years,15,26.5,14.31,234.3,44089,22.02,1421,100,8,32000,10000,Fully Paid
36 months,B3,B,7 years,15,58.9,9.99,467.81,229806,19.05,20052,100,2,80000,14500,Fully Paid
60 months,E4,E,10+ years,15,86.1,19.99,688.7,55455,11.26,4152,82,9,124000,26000,Charged Off
36 months,B1,B,10+ years,15,77.8,8.38,756.29,157128,15.23,9162,75,2,85000,24000,Fully Paid
36 months,D1,D,4 years,15,75.8,15.61,559.44,54085,21.54,2373,100,4,56500,16000,Charged Off
60 months,B3,B,2 years,15,45.9,9.76,473.3,219108,22.12,11063,100,4,100000,22400,Fully Paid
36 months,A1,A,10+ years,15,56.8,5.93,547.03,223510,11.5,25473,100,4,75000,18000,Charged Off
60 months,C2,C,< 1 year,15,55.2,12.99,796.18,146754,16.42,11487,100,10,200000,35000,Fully Paid
36 months,B2,B,2 years,15,88.1,9.17,765.1,58628,15.71,5618,100,2,85000,24000,Fully Paid
36 months,A2,A,,15,76.9,6.24,763.28,574378,14.47,24617,100,2,165000,25000,Fully Paid
36 months,A3,A,< 1 year,15,36,6.99,246.99,76296,12.62,3500,100,2,79000,8000,Fully Paid
36 months,C1,C,10+ years,15,41.7,12.29,216.8,15900,11.69,510,100,9,31000,6500,Fully Paid
60 months,D1,D,3 years,15,78.9,15.61,602.79,408225,35.94,15941,100,3,87000,25000,Fully Paid
36 months,B4,B,1 year,15,57.7,10.99,458.28,91800,8.32,15717,100,2,45000,14000,Fully Paid
36 months,B2,B,7 years,15,54,9.17,637.58,171596,37.34,2444,100,4,47600,20000,Fully Paid
36 months,C4,C,4 years,15,67.2,13.99,328.06,44892,34.26,6789,100,4,31000,9600,Fully Paid
36 months,C1,C,5 years,15,73.2,12.29,667.06,51062,17.92,2648,100,6,70000,20000,Charged Off
36 months,A1,A,10+ years,15,41.2,5.93,729.37,186307,15.27,6665,100,5,100000,24000,Fully Paid
36 months,B1,B,9 years,15,75.5,8.38,157.56,27784,25.17,3067,55,5,38000,5000,Fully Paid
60 months,D2,D,10+ years,15,49.3,15.99,814.48,287493,35.73,14717,100,5,67000,33500,Fully Paid
36 months,B1,B,6 years,15,63.6,8.18,502.72,31200,13.82,1162,100,2,60000,16000,Fully Paid
60 months,B1,B,10+ years,15,19.2,8.38,245.51,92782,28.4,2628,45,6,38000,12000,Fully Paid
36 months,D3,D,10+ years,15,70.8,16.99,1069.44,348377,12.12,15363,100,5,135000,30000,Fully Paid
36 months,A5,A,2 years,15,42.8,7.89,876,229277,6.93,9943,100,7,415000,28000,Fully Paid
36 months,B1,B,< 1 year,15,60.7,8.49,315.63,213595,14.4,24272,65,3,58000,10000,Fully Paid
60 months,F1,F,10+ years,15,61.2,21.99,648.92,191627,28.57,6767,100,3,56000,23500,Charged Off
60 months,C4,C,10+ years,15,57.7,13.67,646.74,797879,17.76,43203,100,8,175000,28000,Charged Off
36 months,A4,A,3 years,15,44.5,7.26,1084.87,770600,17.28,60892,100,2,162750,35000,Fully Paid
36 months,B3,B,< 1 year,15,74.5,10.49,568.72,46333,8.04,3899,100,3,60000,17500,Fully Paid
36 months,B2,B,9 years,15,75.7,9.49,448.4,194119,26.03,15490,100,7,72000,14000,Fully Paid
36 months,A5,A,4 years,15,18.6,7.89,93.86,209517,8.58,17693,100,6,62000,3000,Fully Paid
36 months,B1,B,5 years,15,50.1,8.18,1005.43,139000,21.02,7833,100,2,120000,32000,Fully Paid
36 months,B2,B,10+ years,15,95,9.17,318.79,42798,8.19,18089,100,0,28000,10000,Fully Paid
60 months,D3,D,< 1 year,15,73.2,16.99,869.66,163635,38.73,3585,100,7,95000,35000,Charged Off
36 months,A1,A,2 years,15,17.5,5.32,301.15,171050,27.02,6375,100,2,43000,10000,Fully Paid
36 months,A5,A,1 year,15,33.3,7.89,219,208390,20.46,8976,100,1,54075,7000,Fully Paid
60 months,C1,C,3 years,15,54.5,12.29,447.83,242837,21.64,12386,100,8,70000,20000,Fully Paid
36 months,B3,B,,15,35,9.99,322.63,25305,19.67,1447,100,8,37000,10000,Fully Paid
36 months,B3,B,1 year,15,78.3,9.99,90.34,4300,4.59,1684,100,0,28000,2800,Fully Paid
36 months,D3,D,< 1 year,15,84.9,16.49,254.88,70171,26.88,4287,100,2,60000,7200,Fully Paid
36 months,A4,A,10+ years,15,67.7,7.26,929.89,454911,17.06,24931,100,5,122000,30000,Fully Paid
36 months,C4,C,4 years,15,61.4,13.99,341.73,25600,6.33,2244,100,2,75000,10000,Fully Paid
36 months,B1,B,1 year,15,66.2,8.18,408.46,9100,2.56,2007,100,0,75000,13000,Fully Paid
60 months,F1,F,10+ years,15,70.6,21.99,883.63,284559,20.9,13989,100,7,85000,32000,Charged Off
36 months,B2,B,,15,47.6,9.49,384.34,52215,17.45,3101,100,5,65000,12000,Fully Paid
36 months,A5,A,3 years,15,97.4,7.89,312.86,127173,12.66,5541,100,7,80000,10000,Fully Paid
36 months,A2,A,3 years,15,52.7,6.24,167.92,111223,30.3,6878,100,1,49500,5500,Fully Paid
60 months,B5,B,4 years,15,80,11.53,770.27,111207,18.51,8895,100,1,145000,35000,Fully Paid
36 months,A5,A,3 years,15,63.6,7.89,438,297843,14.26,20613,100,3,97000,14000,Fully Paid
36 months,A1,A,4 years,15,78.2,5.32,498.4,106252,16.21,5539,100,1,68000,16550,Fully Paid
60 months,D4,D,1 year,15,47.7,17.57,880.61,250635,31.08,5463,100,11,123000,35000,Fully Paid
36 months,A5,A,1 year,15,52.8,7.89,625.72,125225,28.94,7118,100,4,62000,20000,Fully Paid
36 months,A3,A,10+ years,15,35,6.68,491.7,448345,9.43,47974,100,3,70000,16000,Fully Paid
36 months,B3,B,4 years,15,42,10.49,649.96,498300,21.51,96307,100,3,109000,20000,Fully Paid
36 months,A1,A,< 1 year,15,83.9,5.32,722.76,119979,19.35,4796,100,1,125000,24000,Fully Paid
36 months,B3,B,8 years,15,37.2,9.99,580.73,50459,8.72,2529,100,4,80000,18000,Charged Off
36 months,C5,C,4 years,15,100.1,14.65,310.45,46518,20.14,5525,100,2,41000,9000,Charged Off
60 months,B1,B,10+ years,15,12.9,8.18,293.23,321477,23.09,19850,100,6,75000,14400,Charged Off
36 months,B3,B,10+ years,15,90.2,9.99,322.63,191200,5.26,21155,100,2,110000,10000,Fully Paid
60 months,B3,B,1 year,15,20.5,9.99,254.91,627866,3.83,32620,100,9,90000,12000,Fully Paid
36 months,D1,D,10+ years,15,38,15.41,920.48,29364,10.7,1252,100,2,60000,26400,Fully Paid
36 months,B2,B,9 years,15,61.8,9.17,255.04,22900,17.65,1247,100,4,41000,8000,Fully Paid
60 months,C2,C,< 1 year,15,62.7,12.69,271.14,52116,13.91,2746,100,2,42000,12000,Fully Paid
36 months,A4,A,10+ years,15,41.6,7.26,309.97,87900,38.67,5001,100,3,58000,10000,Fully Paid
36 months,A3,A,6 years,15,50.9,6.68,430.24,93723,29.9,5999,100,6,37500,14000,Fully Paid
36 months,A2,A,10+ years,15,73.9,6.39,611.98,563764,13.99,35208,100,5,100000,20000,Fully Paid
60 months,C4,C,10+ years,15,88.8,13.99,279.16,30600,11.84,4527,100,1,61000,12000,Charged Off
36 months,C5,C,10+ years,15,83.6,14.65,429.46,424690,33.43,17989,100,5,88000,12450,Fully Paid
36 months,A2,A,10+ years,15,16.3,6.39,611.98,344212,15.11,6297,100,8,85000,20000,Fully Paid
36 months,E3,E,2 years,15,98.4,18.99,1282.79,69128,19.05,8849,100,2,80000,35000,Fully Paid
36 months,A5,A,< 1 year,15,36.1,7.89,375.43,48410,17.47,1642,100,3,63000,12000,Fully Paid
36 months,A2,A,10+ years,15,13.9,6.49,153.23,33694,2.57,681,100,2,34500,5000,Fully Paid
36 months,A3,A,10+ years,15,53.2,6.89,308.27,162058,14.4,17849,100,1,51000,10000,Fully Paid
60 months,D4,D,< 1 year,15,63,17.57,503.21,121592,20.13,10098,100,3,65000,20000,Fully Paid
36 months,C1,C,< 1 year,15,28.3,12.05,398.86,42912,11.8,4998,100,4,66000,12000,Fully Paid
36 months,B2,B,< 1 year,15,31,9.17,318.79,98613,14.12,4562,100,12,70000,10000,Charged Off
36 months,C5,C,10+ years,15,94.4,14.99,415.93,331908,11.15,13862,100,5,100000,12000,Fully Paid
36 months,B2,B,10+ years,15,89.4,9.17,573.83,64062,4.8,13280,100,3,68000,18000,Fully Paid
60 months,B1,B,2 years,15,11.8,8.67,514.97,223787,0.62,50456,100,1,94700,25000,Fully Paid
36 months,A4,A,< 1 year,15,46.8,7.26,557.94,195994,19.46,6728,100,3,65000,18000,Charged Off
36 months,A2,A,1 year,15,16.1,6.24,213.72,51688,24.7,1208,100,2,24000,7000,Fully Paid
36 months,B1,B,1 year,15,49.9,8.18,534.14,67770,18.83,5442,100,5,65000,17000,Fully Paid
60 months,F1,F,10+ years,15,58.7,22.99,374.86,20600,15.54,1537,100,4,40000,13300,Charged Off
36 months,C4,C,5 years,15,56.8,13.99,348.57,26795,19.14,1678,100,4,40000,10200,Fully Paid
36 months,A2,A,5 years,15,40.3,6.24,152.66,65950,26.79,4417,100,4,34000,5000,Fully Paid
36 months,A5,A,10+ years,15,40.7,7.89,625.72,341771,12.8,17935,100,4,150000,20000,Fully Paid
36 months,A3,A,10+ years,15,20,6.89,184.97,45784,8.31,3757,100,4,70000,6000,Fully Paid
36 months,B1,B,8 years,15,42.5,8.18,219.94,262665,14.58,33239,100,1,54000,7000,Fully Paid
36 months,B3,B,4 years,15,61.7,9.99,1129.19,496884,15.38,28241,100,2,176000,35000,Charged Off
36 months,C2,C,2 years,15,42,12.69,238.17,40376,21.78,1470,100,8,35000,7100,Charged Off
36 months,C2,C,5 years,15,48,12.69,201.27,60268,21.47,4633,100,4,45000,6000,Fully Paid
60 months,C5,C,10+ years,15,21,14.65,309.25,447843,20.43,17361,100,9,90000,13100,Fully Paid
36 months,D4,D,7 years,15,39.6,17.57,345.9,25668,27.26,1314,100,7,19291,9625,Charged Off
60 months,C2,C,1 year,15,89.6,12.59,405.79,57119,19.81,8355,100,2,65000,18000,Charged Off
36 months,B2,B,1 year,15,52,9.17,510.07,120808,32.87,3627,100,9,59488,16000,Charged Off
36 months,B2,B,3 years,15,94.7,9.17,286.92,158586,21.94,11505,100,5,54000,9000,Fully Paid
36 months,B2,B,5 years,15,46,9.17,382.55,447314,13.57,44821,100,5,146000,12000,Fully Paid
36 months,C5,C,4 years,15,51.2,14.65,413.94,55158,38.34,6840,100,5,40000,12000,Fully Paid
36 months,A4,A,10+ years,15,97.5,7.26,743.91,679601,15.8,111493,100,3,135000,24000,Fully Paid
36 months,B5,B,10+ years,15,91,11.53,329.91,256176,7.45,32386,100,4,89400,10000,Fully Paid
36 months,B5,B,10+ years,15,44.6,11.53,164.96,275755,35.26,20162,100,3,34000,5000,Fully Paid
36 months,E2,E,6 years,15,31.7,18.49,720.7,59778,19.76,5013,76,7,55000,19800,Charged Off
36 months,A4,A,8 years,15,42.6,7.26,774.91,93188,12.03,2956,100,6,95000,25000,Fully Paid
36 months,B3,B,10+ years,15,62,9.99,967.88,304251,27.8,7347,100,12,184000,30000,Charged Off
36 months,C1,C,10+ years,15,95.2,12.29,500.3,371030,21.1,24248,100,7,118640,15000,Fully Paid
36 months,B5,B,3 years,15,71.8,11.53,296.92,48088,10.1,3788,100,5,24000,9000,Fully Paid
36 months,C2,C,6 years,15,79.9,12.69,737.99,99310,14.52,12320,100,2,72000,22000,Charged Off
36 months,B2,B,5 years,15,76.9,9.17,192.08,227772,7.27,36743,100,1,73000,6025,Fully Paid
60 months,B3,B,10+ years,15,47.8,9.99,637.27,112693,15.27,5343,100,3,110000,30000,Fully Paid
36 months,C4,C,3 years,15,89.4,13.67,1190.62,390811,26.13,32075,100,5,89000,35000,Charged Off
36 months,C2,C,2 years,15,74.6,12.69,268.36,47207,28.78,2185,100,4,50000,8000,Fully Paid
36 months,B1,B,10+ years,15,42.3,8.18,94.26,212765,22.91,8500,100,3,57000,3000,Fully Paid
36 months,A1,A,4 years,15,40.9,5.32,752.87,160535,10.37,8248,100,4,219000,25000,Fully Paid
36 months,B1,B,,15,48.3,8.18,377.04,371173,15.27,34448,100,7,65000,12000,Charged Off
36 months,A2,A,3 years,15,61.9,6.24,219.83,141461,5.57,18518,100,3,65000,7200,Fully Paid
60 months,D3,D,8 years,15,58.9,16.99,869.66,101021,19.6,5172,100,4,90000,35000,Fully Paid
36 months,B1,B,,15,94.4,8.49,773.3,424718,21.82,81216,73,0,83700,24500,Charged Off
36 months,A4,A,10+ years,15,54.2,7.26,557.94,303020,17.18,19111,100,8,104000,18000,Fully Paid
36 months,B1,B,,15,32.4,8.18,157.1,129391,14.95,8647,100,7,22000,5000,Charged Off
36 months,C1,C,< 1 year,15,70,12.29,433.59,462331,10.82,54276,100,7,115000,13000,Fully Paid
36 months,B1,B,3 years,15,62.9,8.18,186.95,70287,17.7,7593,100,6,44000,5950,Fully Paid
36 months,B4,B,10+ years,15,71,11.44,197.69,16949,15.09,1946,100,6,40000,6000,Fully Paid
36 months,A2,A,< 1 year,15,30.5,6.39,244.8,167845,13.02,9342,100,3,75000,8000,Fully Paid
36 months,B2,B,,15,72.6,9.17,533.98,24800,16.71,2000,100,0,34900,16750,Charged Off
36 months,A1,A,10+ years,15,6.2,5.32,451.73,467725,10.54,15672,100,9,100000,15000,Fully Paid
60 months,B5,B,2 years,15,50.9,11.53,528.19,371594,12.87,13833,100,10,60000,24000,Fully Paid
36 months,B1,B,2 years,15,73.4,8.18,628.39,35226,8.3,2095,100,0,80000,20000,Fully Paid
36 months,C2,C,< 1 year,15,50.1,12.69,1174.07,772316,5.67,69687,100,4,680000,35000,Charged Off
36 months,B3,B,2 years,15,94.1,9.99,232.29,31218,25.58,5490,100,1,32000,7200,Fully Paid
36 months,B5,B,,15,69.6,11.53,329.91,32141,9.9,4796,100,4,40000,10000,Fully Paid
36 months,A2,A,7 years,15,30.8,6.24,610.62,362578,9.09,30567,100,0,137000,20000,Fully Paid
36 months,B1,B,7 years,15,55.9,8.18,487.01,82597,20.43,5731,100,5,75000,15500,Fully Paid
36 months,A5,A,8 years,15,51.6,8.19,197.98,20000,10.42,1721,100,2,25000,6300,Fully Paid
36 months,B1,B,2 years,15,18.1,8.18,128.04,75600,16.13,7301,100,4,45000,4075,Fully Paid
36 months,A1,A,10+ years,15,51.3,5.93,455.86,257624,23.28,12776,100,5,76292,15000,Fully Paid
36 months,C1,C,,15,68.7,12.29,500.3,23571,23.51,1693,100,3,36500,15000,Fully Paid
36 months,A2,A,10+ years,15,42,6.49,674.18,296945,11.41,22214,100,2,140000,22000,Fully Paid
36 months,A5,A,5 years,15,71.7,7.89,203.36,92745,12.87,10221,100,3,42880,6500,Fully Paid
36 months,C1,C,< 1 year,15,79.1,12.05,149.58,33058,21.5,3662,100,1,28080,4500,Charged Off
36 months,B3,B,,15,52.1,9.99,774.3,502400,9.82,34166,100,5,120000,24000,Fully Paid
36 months,B4,B,2 years,15,95.9,10.99,163.67,79298,14.32,12397,100,2,178000,5000,Fully Paid
36 months,A3,A,10+ years,15,70.3,6.89,339.1,306646,22.12,14105,100,5,70000,11000,Fully Paid
36 months,A3,A,4 years,15,49.5,6.68,307.31,59791,28.52,2477,100,3,38500,10000,Fully Paid
36 months,B2,B,8 years,15,59.3,9.49,320.29,97306,28.83,7056,100,1,44000,10000,Fully Paid
36 months,C3,C,3 years,15,69.8,13.33,440.1,28700,17.14,2316,100,8,42000,13000,Charged Off
60 months,B2,B,4 years,15,45.1,9.17,223,176896,26.65,9047,100,6,35000,10700,Fully Paid
36 months,C5,C,4 years,15,46.8,14.65,413.94,246750,7.99,18201,100,5,86700,12000,Fully Paid
36 months,C2,C,10+ years,15,38.2,12.69,503.18,167261,34.56,3916,100,4,75000,15000,Fully Paid
36 months,B4,B,1 year,15,94.1,10.99,261.88,64741,3.2,3837,100,4,91000,8000,Fully Paid
60 months,C1,C,4 years,15,97.3,12.29,358.27,78155,29.97,14772,100,1,44760,16000,Fully Paid
60 months,C1,C,,15,9.6,12.29,353.23,92901,18.53,2120,100,15,80000,15775,Fully Paid
36 months,A3,A,7 years,15,47.9,6.89,339.1,95745,13.78,8906,100,5,190000,11000,Fully Paid
36 months,B5,B,< 1 year,15,92.2,11.53,428.88,65734,26.18,5059,100,7,48000,13000,Fully Paid
36 months,C4,C,< 1 year,15,44,13.99,255.45,31527,30.16,1303,100,1,17000,7475,Fully Paid
36 months,B3,B,4 years,15,92.2,9.99,503.3,181718,15,18044,100,5,80000,15600,Charged Off
36 months,C4,C,,15,43,14.31,164.78,36908,29.3,1880,100,7,24000,4800,Fully Paid
36 months,B3,B,,15,57.4,9.99,520.24,456446,32.33,13483,100,8,65000,16125,Fully Paid
36 months,C4,C,9 years,15,92.4,14.31,617.92,33464,16.49,4651,100,3,50000,18000,Fully Paid
36 months,C1,C,< 1 year,15,79,12.29,183.45,191875,26.52,6159,100,10,39000,5500,Fully Paid
60 months,E5,E,4 years,15,88.2,20.99,405.72,106500,9.02,6671,100,4,75000,15000,Fully Paid
36 months,A3,A,10+ years,15,54.1,6.89,369.93,39882,15.48,3206,100,3,50000,12000,Fully Paid
36 months,B5,B,7 years,15,88,11.53,475.06,104852,30.43,6200,100,2,36000,14400,Fully Paid
36 months,D1,D,10+ years,15,30.1,15.61,587.41,33468,11.4,1397,100,4,75000,16800,Charged Off
36 months,B4,B,4 years,15,24.9,10.99,294.61,104570,17.89,1333,100,4,71120,9000,Fully Paid
36 months,B2,B,2 years,15,30.6,9.17,1115.77,543521,15.4,53586,100,6,100000,35000,Fully Paid
36 months,A1,A,< 1 year,15,29.2,5.32,602.3,176773,9.71,12556,100,2,100000,20000,Fully Paid
36 months,A2,A,1 year,15,36.6,6.39,275.4,202782,7.99,10437,100,0,64300,9000,Fully Paid
36 months,B3,B,4 years,15,34.2,9.99,387.15,33500,11.35,1272,100,6,35000,12000,Fully Paid
36 months,D3,D,,15,73.2,16.99,256.67,14100,28.64,1046,100,5,20000,7200,Fully Paid
36 months,B2,B,6 years,15,35.6,9.17,191.28,68553,14.86,5065,100,3,50000,6000,Fully Paid
36 months,C3,C,< 1 year,15,40.9,13.33,560.27,45910,22.67,1096,100,15,36000,16550,Fully Paid
